ocid,compiledRelease/id,compiledRelease/tag,compiledRelease/date,compiledRelease/ocid,compiledRelease/publishedDate,compiledRelease/initiationType,compiledRelease/buyer/id,compiledRelease/buyer/name,compiledRelease/planning/budget/description,compiledRelease/planning/budget/project,compiledRelease/planning/budget/projectID,compiledRelease/tender/id,compiledRelease/tender/title,compiledRelease/tender/description,compiledRelease/tender/procuringEntity/id,compiledRelease/tender/procuringEntity/name,compiledRelease/tender/datePublished,compiledRelease/tender/procurementMethodDetails,compiledRelease/tender/mainProcurementCategory,compiledRelease/tender/additionalProcurementCategories,compiledRelease/tender/value/amount,compiledRelease/tender/value/currency,compiledRelease/tender/value/currencyName,compiledRelease/tender/value/amount_PEN,compiledRelease/tender/tenderPeriod/startDate,compiledRelease/tender/tenderPeriod/endDate,compiledRelease/tender/enquiryPeriod/startDate,compiledRelease/tender/enquiryPeriod/endDate,compiledRelease/tender/enquiryPeriod/durationInDays,compiledRelease/tender/numberOfTenderers,compiledRelease/tender/hasTenderInformationProtectedByLaw,compiledRelease/dataSegmentation/id,compiledRelease/dataSegmentation/criteria,compiledRelease/tender/procurementMethod,compiledRelease/planning/budget/amount/amount,compiledRelease/planning/budget/amount/currency,compiledRelease/planning/budget/amount/currencyName
ocds-dgv273-seacev3-1227503,ocds-dgv273-seacev3-1227503-2026-07-23T10:29:19.070638-05:00,compiled,2026-07-23T10:29:19.070625-05:00,ocds-dgv273-seacev3-1227503,2026-07-23T10:29:19.070644-05:00,tender,PE-CONSUCODE-10247,EJERCITO PERUANO,Fondos Públicos,,,1227503,RES-PROC-17-2026-EP/UO 0822-1,ADQUISICIÓN DE COMPONENTES AUXILIARES PARA PRUEBAS DE SISTEMAS Y ARRANQUES DE MOTORES DE LA AVIACIÓN DEL EJÉRCITO,PE-CONSUCODE-10247,EJERCITO PERUANO,2026-06-24T10:39:00-05:00,Regímen Especial,goods,goods,257552.16,USD,Dólar Norteamericano,0.0,2026-06-24T00:00:00-05:00,2026-06-24T00:00:00-05:00,2026-06-25T08:00:00-05:00,2026-06-26T17:00:00-05:00,1,3,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,965820.6,PEN,Soles
ocds-dgv273-seacev3-1222879,ocds-dgv273-seacev3-1222879-2026-07-23T10:29:18.874871-05:00,compiled,2026-07-23T10:29:18.874858-05:00,ocds-dgv273-seacev3-1222879,2026-07-23T10:29:18.874876-05:00,tender,PE-CONSUCODE-10194,INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,Fondos Públicos,,,1222879,DIRECTA-DIRECTA-16-2026-INEN-1,ADQUISICIÓN DE CIRCUITO COAXIAL DESCARTABLE ADULTO CON BOLSA 3L Y LÍNEA DE CO2,PE-CONSUCODE-10194,INSTITUTO NACIONAL DE ENFERMEDADES NEOPLASICAS,2026-06-05T16:56:00-05:00,Contratación Directa,goods,goods,478450.0,PEN,Soles,478450.0,,,,,,1,False,2026-06,añoPublicacionProceso;mesPublicacionProceso,direct,478450.0,PEN,Soles
ocds-dgv273-seacev3-1227364,ocds-dgv273-seacev3-1227364-2026-07-23T10:29:18.801542-05:00,compiled,2026-07-23T10:29:18.801530-05:00,ocds-dgv273-seacev3-1227364,2026-07-23T10:29:18.801547-05:00,tender,PE-CONSUCODE-35,GOBIERNO REGIONAL DE AYACUCHO SEDE CENTRAL,Fondos Públicos,MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN CAMINO VECINAL EMP. AY ¿ 100 (PACCCHANCCA ¿ CHACA)   DISTRITO DE CHACA DE LA PROVINCIA DE HUANTA DEL DEPARTAMENTO DE AYACUCHO,2718511,1227364,SIE-SIE-77-2026-GRA-SEDECENTRAL-1,"ADQUISICION DE DIESEL B5 S-50 Y GASOHOL REGULAR META 338: ""MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN CAMINO VECINAL EMP. AY 100 (PACCCHANCCA CHACA) DISTRITO DE CHACA DE LA PROVINCIA DE HUANTA DEL DEPARTAMENTO DE AYACUCHO"".",PE-CONSUCODE-35,GOBIERNO REGIONAL DE AYACUCHO SEDE CENTRAL,2026-06-24T11:01:00-05:00,Subasta Inversa Electrónica,goods,goods,316113.0,PEN,Soles,316113.0,2026-06-24T00:00:00-05:00,2026-06-24T00:00:00-05:00,,,,4,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,316113.0,PEN,Soles
ocds-dgv273-seacev3-1227450,ocds-dgv273-seacev3-1227450-2026-07-23T10:29:18.154875-05:00,compiled,2026-07-23T10:29:18.154862-05:00,ocds-dgv273-seacev3-1227450,2026-07-23T10:29:18.154880-05:00,tender,PE-CONSUCODE-10247,EJERCITO PERUANO,Fondos Públicos,,,1227450,RES-PROC-15-2026-EP/UO 0822-1,ADQUISICIÓN DE AUDÍFONOS PARA EL PERSONAL DE TRIPULANTES AÉREOS DE LA AVIACIÓN DEL EJÉRCITO,PE-CONSUCODE-10247,EJERCITO PERUANO,2026-06-23T17:25:00-05:00,Regímen Especial,goods,goods,172800.0,USD,Dólar Norteamericano,0.0,2026-06-23T00:00:00-05:00,2026-06-23T00:00:00-05:00,2026-06-23T08:00:00-05:00,2026-06-26T17:00:00-05:00,3,3,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,648000.0,PEN,Soles
ocds-dgv273-seacev3-1225880,ocds-dgv273-seacev3-1225880-2026-07-23T10:29:18.104141-05:00,compiled,2026-07-23T10:29:18.104128-05:00,ocds-dgv273-seacev3-1225880,2026-07-23T10:29:18.104146-05:00,tender,PE-CONSUCODE-1911,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA,Fondos Públicos,,,1225880,CP-ABR-4-2026-UNICA-1,MANTENIMIENTO CORRECTIVO DEL SISTEMA DE ALUMBRADO EXTERIOR EN LAS AREAS DE CIRCULACION PEATONAL DE LA UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DISTRITO DE ICA DE LA PROVINCIA DE ICA DEL DEPARTAMENTO DE ICA,PE-CONSUCODE-1911,UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA,2026-06-16T17:20:00-05:00,Concurso Público Abreviado,services,services,477000.0,PEN,Soles,477000.0,2026-06-16T00:00:00-05:00,2026-06-16T00:00:00-05:00,2026-06-17T00:01:00-05:00,2026-06-19T23:59:00-05:00,2,10,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,477000.0,PEN,Soles
ocds-dgv273-seacev3-1223011,ocds-dgv273-seacev3-1223011-2026-07-23T10:29:18.057537-05:00,compiled,2026-07-23T10:29:18.057524-05:00,ocds-dgv273-seacev3-1223011,2026-07-23T10:29:18.057542-05:00,tender,PE-CONSUCODE-821,MUNICIPALIDAD DISTRITAL DE KIMBIRI,Fondos Públicos,,,1223011,CP-ABR-1-2026-MDK/CS-1,"CONTRATACIÓN DE SERVICIOS PARA LA EJECUCIÓN DE LA ACTIVIDAD: ""MANTENIMIENTO GENERAL DE LA INFRAESTRUCTURA EDUCATIVA DEL NIVEL PRIMARIO DE LA INSTITUCIÓN EDUCATIVA N°38993 DE LA COMUNIDAD DE UBIATO, DISTRITO DE KIMBIRI - LA CONVENCION - CUSCO"".",PE-CONSUCODE-821,MUNICIPALIDAD DISTRITAL DE KIMBIRI,2026-06-05T19:37:00-05:00,Concurso Público Abreviado,services,services,256834.08,PEN,Soles,256834.08,2026-06-05T00:00:00-05:00,2026-06-05T00:00:00-05:00,2026-06-06T00:01:00-05:00,2026-06-10T23:59:00-05:00,4,24,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,256834.08,PEN,Soles
ocds-dgv273-seacev3-1229327,ocds-dgv273-seacev3-1229327-2026-07-23T10:29:12.839921-05:00,compiled,2026-07-23T10:29:12.839909-05:00,ocds-dgv273-seacev3-1229327,2026-07-23T10:29:12.839927-05:00,tender,PE-CONSUCODE-749,MUNICIPALIDAD PROVINCIAL DEL CUSCO,Fondos Públicos,,,1229327,COMPRE-COMPRE-26-2026-OC-MPC-1,"ADQUISICION DE DRON PARA VIGILANCIA, PARA LA ACTIVIDAD (0002) PATRULLAJE MUNICIPAL POR SECTOR ¿ SERENAZGO.",PE-CONSUCODE-749,MUNICIPALIDAD PROVINCIAL DEL CUSCO,2026-06-26T17:29:00-05:00,Comparación de Precios,goods,goods,99620.4,PEN,Soles,99620.4,2026-06-26T00:00:00-05:00,2026-06-26T00:00:00-05:00,,,,3,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,99620.4,PEN,Soles
ocds-dgv273-seacev3-1228697,ocds-dgv273-seacev3-1228697-2026-07-23T10:29:11.061770-05:00,compiled,2026-07-23T10:29:11.061757-05:00,ocds-dgv273-seacev3-1228697,2026-07-23T10:29:11.061775-05:00,tender,PE-CONSUCODE-1339,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE MIRAFLORES,Fondos Públicos,"RENOVACION DE LOSA DEPORTIVA, TRIBUNA Y/O PALCO Y CERCO PERIMETRICO; CONSTRUCCION DE SERVICIOS HIGIENICOS Y/O VESTIDORES; EN EL(LA) SECTOR PACIFICO 1, ZONA PAMPAS DE SAN JUAN,  DISTRITO DE SAN JUAN DE MIRAFLORES, PROVINCIA LIMA, DEPARTAMENTO LIMA",2726628,1228697,LP-ABR-18-2026-MDSJM/CS-2,"OBRA: RENOVACIÓN DE LOSA DEPORTIVA, TRIBUNA Y/O PALCO Y CERCO PERIMÉTRICO; CONSTRUCCIÓN DE SERVICIOS HIGIÉNICOS Y/O VESTIDORES; EN EL(LA) SECTOR PACÍFICO 1, ZONA PAMPAS DE SAN JUAN, DISTRITO DE SAN JUAN DE MIRAFLORES, PROVINCIA LIMA, DEPARTAMENTO LIMA, CON CUI N°2726628",PE-CONSUCODE-1339,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE MIRAFLORES,2026-06-25T14:11:00-05:00,Licitación Pública Abreviada,works,works,274355.37,PEN,Soles,274355.37,2026-06-25T00:00:00-05:00,2026-06-25T00:00:00-05:00,2026-06-26T00:01:00-05:00,2026-07-01T23:59:00-05:00,5,18,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,,,
ocds-dgv273-seacev3-2026-10434-1,ocds-dgv273-seacev3-2026-10434-1-2026-07-23T10:29:10.185786-05:00,compiled,2026-07-23T10:29:10.185773-05:00,ocds-dgv273-seacev3-2026-10434-1,2026-07-23T10:29:10.185791-05:00,tender,PE-CONSUCODE-10434,DIRECCION REGIONAL AGRARIA CAJAMARCA,Fondos Públicos,,,1225630,SIE-SIE-6-2026-GR.CAJ/DRAC-DEC-1,ADQUISICION DEL SUMINISTRO DE COMBUSTIBLE PARA LAS UNIDADES VEHICULARES DE LA SEDE CENTRAL DE LA DIRECCION REGIONAL DE AGRICULTURA CAJAMARCA,PE-CONSUCODE-10434,DIRECCION REGIONAL AGRARIA CAJAMARCA,2026-06-16T09:25:00-05:00,Subasta Inversa Electrónica,goods,goods,70000.0,PEN,Soles,70000.0,2026-06-16T00:00:00-05:00,2026-06-16T00:00:00-05:00,,,,3,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,70000.0,PEN,Soles
ocds-dgv273-seacev3-1226692,ocds-dgv273-seacev3-1226692-2026-07-23T10:29:10.121958-05:00,compiled,2026-07-23T10:29:10.121945-05:00,ocds-dgv273-seacev3-1226692,2026-07-23T10:29:10.121964-05:00,tender,PE-CONSUCODE-421,MUNICIPALIDAD DISTRITAL DE YARABAMBA,Fondos Públicos,MEJORAMIENTO DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN SANIDAD VEGETAL EN PRODUCTORES AGRICOLAS   DISTRITO DE YARABAMBA DE LA PROVINCIA DE AREQUIPA DEL DEPARTAMENTO DE AREQUIPA,2623081,1226692,COMPRE-COMPRE-11-2026-MDY-1,"ADQUISICIÓN DE INSUMOS (RODENTICIDAS) PARA LA EJECUCIÓN DEL PROYECTO: ""MEJORAMIENTO DE LOS SERVICIOS DE APOYO AL DESARROLLO PRODUCTIVO EN SANIDAD VEGETAL EN PRODUCTORES AGRÍCOLAS, DISTRITO DE YARABAMBA, PROVINCIA DE AREQUIPA, DEPARTAMENTO DE AREQUIPA""",PE-CONSUCODE-421,MUNICIPALIDAD DISTRITAL DE YARABAMBA,2026-06-18T12:41:00-05:00,Comparación de Precios,goods,goods,65430.0,PEN,Soles,65430.0,2026-06-18T00:00:00-05:00,2026-06-18T00:00:00-05:00,,,,3,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,65430.0,PEN,Soles
ocds-dgv273-seacev3-1228448,ocds-dgv273-seacev3-1228448-2026-07-23T10:29:09.994450-05:00,compiled,2026-07-23T10:29:09.994437-05:00,ocds-dgv273-seacev3-1228448,2026-07-23T10:29:09.994456-05:00,tender,PE-CONSUCODE-1320,MUNICIPALIDAD DISTRITAL DE LA MOLINA,Fondos Públicos,,,1228448,COMPRE-COMPRE-8-2026-MDLM-2,ADQUISICION DE SUMINISTROS PARA EQUIPOS IMPRESORAS (PLOTER) DE LA MUNICIPALIDAD DISTRITAL DE LA MOLINA,PE-CONSUCODE-1320,MUNICIPALIDAD DISTRITAL DE LA MOLINA,2026-06-24T16:40:00-05:00,Comparación de Precios,goods,goods,57160.0,PEN,Soles,57160.0,2026-06-24T00:00:00-05:00,2026-06-24T00:00:00-05:00,,,,4,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,114240.0,PEN,Soles
ocds-dgv273-seacev3-2026-1155-12,ocds-dgv273-seacev3-2026-1155-12-2026-07-23T10:29:09.978217-05:00,compiled,2026-07-23T10:29:09.978204-05:00,ocds-dgv273-seacev3-2026-1155-12,2026-07-23T10:29:09.978223-05:00,tender,PE-CONSUCODE-1155,MUNICIPALIDAD PROVINCIAL DE SATIPO,Fondos Públicos,,,1222607,LP-ABR-6-2026-MPS-1,CONTRATACIÓN DEL SUMINISTRO DE LECHE EVAPORADA ENTERA X 390 GR. PARA EL PROGRAMA DE ALIMENTACIÓN Y NUTRICIÓN PARA EL PACIENTE CON TUBERCULOSIS Y FAMILIA (PANTBC) DE LA MUNICIPALIDAD PROVINCIAL DE SATIPO.,PE-CONSUCODE-1155,MUNICIPALIDAD PROVINCIAL DE SATIPO,2026-06-16T18:26:00-05:00,Licitación Pública Abreviada,goods,goods,76521.0,PEN,Soles,76521.0,2026-06-16T00:00:00-05:00,2026-06-16T00:00:00-05:00,2026-06-17T00:01:00-05:00,2026-06-19T23:59:00-05:00,2,10,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,76521.0,PEN,Soles
ocds-dgv273-seacev3-1231221,ocds-dgv273-seacev3-1231221-2026-07-23T10:29:09.834606-05:00,compiled,2026-07-23T10:29:09.834594-05:00,ocds-dgv273-seacev3-1231221,2026-07-23T10:29:09.834612-05:00,tender,PE-CONSUCODE-204673,MINISTERIO PUBLICO - CARPETA FISCAL ELECTRONICA,Fondos Públicos,"CREACION DEL CENTRO NACIONAL DE PERFILES GENÉTICOS HUMANOS Y FORTALECIMIENTO DE LOS LABORATORIOS DE ADN DE LA UNIDAD DE BIOLOGÍA MOLECULAR Y GENÉTICA DE LIMA Y DE LAS UNIDADES MÉDICO LEGALES III DE AREQUIPA Y LAMBAYEQUE, DEL INSTITUTO DE MEDICINA LEGAL Y CIENCIAS FORENSES DEL MINISTERIO PÚBLICO DE LA PROVINCIA DE AREQUIPA DEL DEPARTAMENTO DE AREQUIPA; LA PROVINCIA DE LIMA DEL DEPARTAMENTO DE LIMA Y LA PROVINCIA DE CHICLAYO DEL DEPARTAMENTO DE LAMBAYEQUE",2480971,1231221,CONV-PROC-36-2026-SCI-BID-1,"ESPECIALISTA EN COMUNICACIONES, CABLEADO ESTRUCTURADO Y SISTEMA DE CORRIENTES DEBILES PARA LA ELABORACIÓN DEL EXPEDIENTE TÉCNICO ¿CENTRO NACIONAL DE PERFILES GENÉTICOS HUMANOS Y UNIDAD DE BIOLOGÍA MOLECULAR Y GENÉTICA ¿ LIMA EN EL MARCO DEL PROYECTO DE INVERSION CUI N°2480971¿.",PE-CONSUCODE-204673,MINISTERIO PUBLICO - CARPETA FISCAL ELECTRONICA,2026-07-06T11:27:00-05:00,Convenio,services,services,15000.0,PEN,Soles,15000.0,2026-06-12T00:00:00-05:00,2026-06-12T00:00:00-05:00,,,,3,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,15000.0,PEN,Soles
ocds-dgv273-seacev3-1228966,ocds-dgv273-seacev3-1228966-2026-07-23T10:29:09.724918-05:00,compiled,2026-07-23T10:29:09.724905-05:00,ocds-dgv273-seacev3-1228966,2026-07-23T10:29:09.724924-05:00,tender,PE-CONSUCODE-200391,GOBIERNO REGIONAL DEL CALLAO - COMITE DE ADMINISTRACION DEL FONDO EDUCATIVO DEL CALLAO,Fondos Públicos,,,1228966,COMPRE-COMPRE-18-2026-DEC-CAFED-1,"SERVICIO DE MANTENIMIENTO CORRECTIVO DE COBERTURA, EN LA I.E.I. N° 5077 JOSE FAUSTINO SANCHEZ CARRION EN EL DISTRITO DE VENTANILLA, PROVINCIA CONSTITUCIONAL DEL CALLAO, PARA LA ACTIVIDAD ¿MANTENIMIENTO DE INFRAESTRUCTURA DE LAS ESCUELAS PÚBLICAS DE LA REGIÓN CALLAO 2026 - PRIMERA ETAPA¿.",PE-CONSUCODE-200391,GOBIERNO REGIONAL DEL CALLAO - COMITE DE ADMINISTRACION DEL FONDO EDUCATIVO DEL CALLAO,2026-06-25T20:45:00-05:00,Comparación de Precios,services,services,60500.0,PEN,Soles,60500.0,2026-06-25T00:00:00-05:00,2026-06-25T00:00:00-05:00,,,,3,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,60500.0,PEN,Soles
ocds-dgv273-seacev3-1228522,ocds-dgv273-seacev3-1228522-2026-07-23T10:29:09.650384-05:00,compiled,2026-07-23T10:29:09.650371-05:00,ocds-dgv273-seacev3-1228522,2026-07-23T10:29:09.650389-05:00,tender,PE-CONSUCODE-200391,GOBIERNO REGIONAL DEL CALLAO - COMITE DE ADMINISTRACION DEL FONDO EDUCATIVO DEL CALLAO,Fondos Públicos,,,1228522,COMPRE-COMPRE-16-2026-DEC-CAFED-1,"SERVICIO DE MEJORAMIENTO DE CERCO PERIMETRICO, EN LA I.E.I. N° 5041 NUESTRA SEÑORA DEL MONTE CARMELO EN EL DISTRITO DE CARMEN DE LA LEGUA REYNOSO, PROVINCIA CONSTITUCIONAL DEL CALLAO, PARA LA ACTIVIDAD ""MANTENIMIENTO DE INFRAESTRUCTURA DE LAS ESCUELAS PÚBLICAS DE LA REGIÓN CALLAO 2026-PRIMERA ETAPA""",PE-CONSUCODE-200391,GOBIERNO REGIONAL DEL CALLAO - COMITE DE ADMINISTRACION DEL FONDO EDUCATIVO DEL CALLAO,2026-06-24T18:40:00-05:00,Comparación de Precios,services,services,65878.56,PEN,Soles,65878.56,2026-06-24T00:00:00-05:00,2026-06-24T00:00:00-05:00,,,,3,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,197283.22,PEN,Soles
ocds-dgv273-seacev3-1224923,ocds-dgv273-seacev3-1224923-2026-07-23T10:29:09.623408-05:00,compiled,2026-07-23T10:29:09.623394-05:00,ocds-dgv273-seacev3-1224923,2026-07-23T10:29:09.623414-05:00,tender,PE-CONSUCODE-200576,UNIDAD EJECUTORA 140 HOSPITAL DE HUAYCAN,Fondos Públicos,,,1224923,DIRECTA-DIRECTA-5-2026-HH-1,SERVICIO DE PREPARACION Y DISTRIBUICION DE RACIONES ALIMENICIAS PARA PACIENTES HOSPITALIZADOS Y PERSONAL DE GUARDIA DEL HOSPITAL DE HUAYCAN,PE-CONSUCODE-200576,UNIDAD EJECUTORA 140 HOSPITAL DE HUAYCAN,2026-06-12T14:58:00-05:00,Contratación Directa,services,services,397983.88,PEN,Soles,397983.88,,,,,,1,False,2026-06,añoPublicacionProceso;mesPublicacionProceso,direct,397983.88,PEN,Soles
ocds-dgv273-seacev3-1227458,ocds-dgv273-seacev3-1227458-2026-07-23T10:29:09.439610-05:00,compiled,2026-07-23T10:29:09.439598-05:00,ocds-dgv273-seacev3-1227458,2026-07-23T10:29:09.439616-05:00,tender,PE-CONSUCODE-1893,UNIVERSIDAD NACIONAL DE PIURA,Fondos Públicos,,,1227458,CP-ABR-2-2026-UNP-1,SERVICIO DE COMPUTACIÓN EN LA NUBE PUBLICA Y GESTIÓN DE DATOS PARA LA UNIVERSIDAD NACIONAL DE PIURA,PE-CONSUCODE-1893,UNIVERSIDAD NACIONAL DE PIURA,2026-06-22T12:49:00-05:00,Concurso Público Abreviado,services,services,159000.0,PEN,Soles,159000.0,2026-06-22T00:00:00-05:00,2026-06-22T00:00:00-05:00,2026-06-23T00:01:00-05:00,2026-06-25T23:59:00-05:00,2,6,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,159000.0,PEN,Soles
ocds-dgv273-seacev3-2026-200370-1,ocds-dgv273-seacev3-2026-200370-1-2026-07-23T10:29:07.444237-05:00,compiled,2026-07-23T10:29:07.444225-05:00,ocds-dgv273-seacev3-2026-200370-1,2026-07-23T10:29:07.444243-05:00,tender,PE-CONSUCODE-200370,GOBIERNO REGIONAL DE AYACUCHO - UNIDAD EJECUTORA RED DE SALUD HUAMANGA,Fondos Públicos,,,1229855,SIE-SIE-5-2026-GRA/REDHGA-OC-1,ADQUISICIÓN DE COMBUSTIBLE PARA LAS AMBULANCIAS Y VEHICULOS DE LOS ESTABLECIMIENTOS DE SALUD DE LA RED DE SALUD HUAMANGA,PE-CONSUCODE-200370,GOBIERNO REGIONAL DE AYACUCHO - UNIDAD EJECUTORA RED DE SALUD HUAMANGA,2026-06-30T19:16:00-05:00,Subasta Inversa Electrónica,goods,goods,79575.2,PEN,Soles,79575.2,2026-06-30T00:00:00-05:00,2026-06-30T00:00:00-05:00,,,,2,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,79575.2,PEN,Soles
ocds-dgv273-seacev3-1229668,ocds-dgv273-seacev3-1229668-2026-07-23T10:29:07.125108-05:00,compiled,2026-07-23T10:29:07.125095-05:00,ocds-dgv273-seacev3-1229668,2026-07-23T10:29:07.125114-05:00,tender,PE-CONSUCODE-1520,MUNICIPALIDAD PROVINCIAL DE UCAYALI - CONTAMANA,Fondos Públicos,"MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN CALLE MANUEL E. ROJAS CUADRAS 4 Y 5, REQUENA CUADRAS 1 Y 2 Y PASAJE BARSESATH CUADRAS 2 Y 3 DE LA CIUDAD DE CONTAMANA   DISTRITO DE CONTAMANA DE LA PROVINCIA DE UCAYALI DEL DEPARTAMENTO DE LORETO",2643340,1229668,CP-ABR-6-2026-MPU-C-1,"SUPERVISIÓN DE OBRA: MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA, EN LA CALLE MANUEL E. ROJAS 4 Y 5, REQUENA CUADRAS 1 Y 2, Y PASAJE BARSESATH, CUADRAS 2 Y 3 DE LA CIUDAD DE CONTAMANA, DEL DISTRITO DE CONTAMANA, PROVINCIA DE UCAYALI, DEPARTAMENTO DE LORETO I ETAPA ¿ CUI N° 2643340",PE-CONSUCODE-1520,MUNICIPALIDAD PROVINCIAL DE UCAYALI - CONTAMANA,2026-06-30T16:20:00-05:00,Concurso Público Abreviado,services,services,244087.82,PEN,Soles,244087.82,2026-06-30T00:00:00-05:00,2026-06-30T00:00:00-05:00,2026-07-01T00:01:00-05:00,2026-07-03T23:59:00-05:00,2,3,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,244089.0,PEN,Soles
ocds-dgv273-seacev3-2026-1331-21,ocds-dgv273-seacev3-2026-1331-21-2026-07-23T10:29:07.094373-05:00,compiled,2026-07-23T10:29:07.094360-05:00,ocds-dgv273-seacev3-2026-1331-21,2026-07-23T10:29:07.094378-05:00,tender,PE-CONSUCODE-1331,MUNICIPALIDAD DISTRITAL DE PUENTE PIEDRA,Fondos Públicos,,,1225131,LP-ABR-9-2026-CS-MDPP-1,CONTRATACIÓN DEL SUMINISTRO DE LECHE EVAPORADA PARA LA ENTREGA DE CANASTAS PARA EL PCA MODALIDAD PANTBC EN EL PERIODO 2026,PE-CONSUCODE-1331,MUNICIPALIDAD DISTRITAL DE PUENTE PIEDRA,2026-06-12T18:55:00-05:00,Licitación Pública Abreviada,goods,goods,300032.5,PEN,Soles,300032.5,2026-06-12T00:00:00-05:00,2026-06-12T00:00:00-05:00,2026-06-13T00:01:00-05:00,2026-06-17T23:59:00-05:00,4,12,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,300032.5,PEN,Soles
ocds-dgv273-seacev3-1226676,ocds-dgv273-seacev3-1226676-2026-07-23T10:29:06.736925-05:00,compiled,2026-07-23T10:29:06.736912-05:00,ocds-dgv273-seacev3-1226676,2026-07-23T10:29:06.736931-05:00,tender,PE-CONSUCODE-1072,MUNICIPALIDAD DISTRITAL DE CHILCA - HUANCAYO,Fondos Públicos,"MEJORAMIENTO VIAL DEL JR.PUMACAHUA TRAMO AV.LEONCIO PRADO-JR. 2 DE MAYO, JR. AMAZONAS, JR. LA FLORIDA TRAMOS AV.MCAL. CASTILLA-JR. MCAL.CACERES Y PSJES.MEJIA-VILCAHUAMAN, DEL BARRIO SANTISIMA CRUZ DE CHILCA ., DISTRITO DE CHILCA - HUANCAYO - JUNIN",2128309,1226676,SIE-SIE-6-2026-OC/MDCH-1,"CONTRATACIÓN DE BIENES PARA LA ADQUISICIÓN DE CEMENTO PORTLAND TIPO I PARA LA EJECUCIÓN DE LA OBRA ¿MEJORAMIENTO VIAL DEL JR. PUMACAHUA TRAMO AV. LEONCIO PRADO ¿ JR. 2 DE MAYO, JR. AMAZONAS, JR. LA FLORIDA TRAMOS AV. MARISCAL CASTILLA ¿ JR. MARISCAL CÁCERES Y PJES. MEJÍA ¿ VILCAHUAMAN, DEL BARRIO SA",PE-CONSUCODE-1072,MUNICIPALIDAD DISTRITAL DE CHILCA - HUANCAYO,2026-06-18T16:29:00-05:00,Subasta Inversa Electrónica,goods,goods,216750.0,PEN,Soles,216750.0,2026-06-18T00:00:00-05:00,2026-06-18T00:00:00-05:00,,,,7,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,open,216750.0,PEN,Soles
ocds-dgv273-seacev3-1223965,ocds-dgv273-seacev3-1223965-2026-07-23T10:29:06.675471-05:00,compiled,2026-07-23T10:29:06.675458-05:00,ocds-dgv273-seacev3-1223965,2026-07-23T10:29:06.675477-05:00,tender,PE-CONSUCODE-10442,GOBIERNO REGIONAL DE CAJAMARCA-SALUD CUTERVO,Fondos Públicos,,,1223965,CP-ABR-3-2026-DSRS - CUTERVO-2,"SERVICIO DE ALIMENTACION DE LAS GESTANTES Y PUERPERIOS AFILIADAS AL SEGURO INTEGRAL DE SALUD (SIS) ALOJADAS EN LA CADA MATERNA ""EMELINA FLORES LUNA"" POR UN PERIODO DE 12 MESES.",PE-CONSUCODE-10442,GOBIERNO REGIONAL DE CAJAMARCA-SALUD CUTERVO,2026-06-10T15:30:00-05:00,Concurso Público Abreviado,services,services,99216.0,PEN,Soles,99216.0,2026-06-10T00:00:00-05:00,2026-06-10T00:00:00-05:00,2026-06-11T00:01:00-05:00,2026-06-16T23:59:00-05:00,5,1,False,2026-06,añoInicioConvocatoria;mesInicioConvocatoria,,99216.0,PEN,Soles
